,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
6626,SRR13996012_1,Unassigned,Unassigned,Unassigned,365_0,Clustered,134,VC_365_0,134,0.9544,1.0,0.9544,1,1,1,1.0
6627,SRR13996012_3,Unassigned,Unassigned,Unassigned,381_0,Clustered,154,VC_381_0,154,0.9774,1.0,0.9774,1,1,1,1.0
6628,SRR13996012_4,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6629,SRR13996013_1,Unassigned,Unassigned,Unassigned,365_0,Clustered,134,VC_365_0,134,0.9544,1.0,0.9544,1,1,1,1.0
6630,SRR13996013_3,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6631,SRR13996014_2,Unassigned,Unassigned,Unassigned,381_0,Clustered,154,VC_381_0,154,0.9774,1.0,0.9774,1,1,1,1.0
6632,SRR13996014_3,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6633,SRR13996015_3,Unassigned,Unassigned,Unassigned,340_5,Clustered,32,VC_340_5,32,0.0624,1.0,0.0624,2,2,2,0.7198
6634,SRR13996015_4,Unassigned,Unassigned,Unassigned,251_0,Clustered,80,VC_251_0,80,0.5549,1.0,0.5549,1,1,1,1.0
6635,SRR13996017_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6636,SRR13996017_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6637,SRR13996019_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6638,SRR13996019_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6639,SRR13996020_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6640,SRR13996020_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6641,SRR13996022_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6642,SRR13996022_2,Unassigned,Unassigned,Unassigned,269_0,Clustered,7,VC_269_0,7,0.0168,1.0,0.0168,1,1,1,1.0
6643,SRR13996023_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6644,SRR13996023_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6645,SRR13996027_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6646,SRR13996027_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6647,SRR13996028_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6648,SRR13996028_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6649,SRR13996029_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6650,SRR13996029_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6651,SRR13996033_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6652,SRR13996033_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6653,SRR13996034_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6654,SRR13996034_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6655,SRR13996036_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6656,SRR13996036_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6657,SRR13996038_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6658,SRR13996038_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6659,SRR13996039_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6660,SRR13996039_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6661,SRR13996040_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6662,SRR13996040_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6663,SRR13996041_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6664,SRR13996041_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6665,SRR13996042_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6666,SRR13996042_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6667,SRR13996043_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6668,SRR13996043_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6669,SRR13996044_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6670,SRR13996044_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6671,SRR13996045_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6672,SRR13996045_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6673,SRR13996046_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6674,SRR13996046_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6675,SRR13996046_3,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6676,SRR13996047_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6677,SRR13996047_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6678,SRR13996048_1,Unassigned,Unassigned,Unassigned,381_0,Clustered,154,VC_381_0,154,0.9774,1.0,0.9774,1,1,1,1.0
6679,SRR13996049_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6680,SRR13996049_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6681,SRR13996050_1,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6682,SRR13996050_2,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6683,SRR13996050_3,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6684,SRR13996051_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6685,SRR13996051_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6686,SRR13996052_1,Unassigned,Unassigned,Unassigned,244_0,Clustered,155,VC_244_0,155,0.4226,1.0,0.4226,1,1,1,1.0
6687,SRR13996052_2,Unassigned,Unassigned,Unassigned,271_0,Clustered,156,VC_271_0,156,0.5279,1.0,0.5279,1,1,1,1.0
6688,SRR13996053_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6689,SRR13996053_3,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6690,SRR13996056_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6691,SRR13996056_3,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6692,SRR13996058_1,Unassigned,Unassigned,Unassigned,384_0,Clustered,3,VC_384_0,3,0.0251,0.99880554,0.0251,1,1,1,1.0
6693,SRR13996058_2,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6694,SRR13996059_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6695,SRR13996060_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6696,SRR13996061_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6697,SRR13996061_2,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6698,SRR13996062_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6699,SRR13996063_2,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6700,SRR13996063_3,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6701,SRR13996064_2,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6702,SRR13996065_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6703,SRR13996066_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6704,SRR13996066_3,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6705,SRR13996067_2,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6706,SRR13996069_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6707,SRR13996070_2,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6708,SRR13996071_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6709,SRR13996072_2,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6710,SRR13996073_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6711,SRR13996073_3,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6712,SRR13996074_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6713,SRR13996075_2,Unassigned,Unassigned,Unassigned,389_0,Clustered,63,VC_389_0,63,0.7014,1.0,0.7014,1,1,1,1.0
6714,SRR13996075_3,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6715,SRR13996075_4,Unassigned,Unassigned,Unassigned,327_0,Clustered,4,VC_327_0,4,0.0067,0.99998904,0.0067,1,1,1,1.0
6716,SRR13996076_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6717,SRR13996077_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6718,SRR13996077_3,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6719,SRR13996078_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6720,SRR13996080_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6721,SRR13996080_2,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6722,SRR13996080_3,Unassigned,Unassigned,Unassigned,389_0,Clustered,63,VC_389_0,63,0.7014,1.0,0.7014,1,1,1,1.0
6723,SRR13996081_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6724,SRR13996081_3,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6725,SRR13996082_2,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6726,SRR13996083_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6727,SRR13996083_2,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6728,SRR13996084_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6729,SRR13996084_2,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6730,SRR13996084_3,Unassigned,Unassigned,Unassigned,327_0,Clustered,4,VC_327_0,4,0.0067,0.99998904,0.0067,1,1,1,1.0
6731,SRR13996085_1,Unassigned,Unassigned,Unassigned,389_0,Clustered,63,VC_389_0,63,0.7014,1.0,0.7014,1,1,1,1.0
6732,SRR13996085_2,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6733,SRR13996086_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6734,SRR13996086_3,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6735,SRR13996087_1,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6736,SRR13996087_2,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6737,SRR13996088_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6738,SRR13996088_3,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6739,SRR13996089_1,Unassigned,Unassigned,Unassigned,600_0,Clustered,19,VC_600_0,19,0.8777,1.0,0.8777,1,1,1,1.0
6740,SRR13996089_12,Unassigned,Unassigned,Unassigned,629_0,Clustered,44,VC_629_0,44,1.0,1.0,1.0,1,1,1,1.0
6741,SRR13996089_13,Unassigned,Unassigned,Unassigned,623_0,Clustered,42,VC_623_0,42,0.783,1.0,0.783,1,1,1,1.0
6742,SRR13996089_14,Unassigned,Unassigned,Unassigned,168_0,Clustered,22,VC_168_0,22,0.707,1.0,0.707,1,1,1,1.0
6743,SRR13996089_15,Unassigned,Unassigned,Unassigned,622_0,Clustered,35,VC_622_0,35,0.996,1.0,0.996,1,1,1,1.0
6744,SRR13996089_16,Unassigned,Unassigned,Unassigned,419_0,Clustered,24,VC_419_0,24,0.9577,1.0,0.9577,1,1,1,1.0
6745,SRR13996089_17,Unassigned,Unassigned,Unassigned,226_0,Clustered,3,VC_226_0,3,0.0605,0.92702521,0.0561,1,1,1,1.0
6746,SRR13996089_18,Unassigned,Unassigned,Unassigned,624_0,Clustered,27,VC_624_0,27,0.6703,1.0,0.6703,1,1,1,1.0
6747,SRR13996089_19,Unassigned,Unassigned,Unassigned,172_0,Clustered,28,VC_172_0,28,0.6961,1.0,0.6961,3,2,2,1.0
6748,SRR13996089_2,Unassigned,Unassigned,Unassigned,625_0,Clustered,28,VC_625_0,28,0.9983,1.0,0.9983,1,1,1,1.0
6749,SRR13996089_21,Unassigned,Unassigned,Unassigned,184_0,Clustered,32,VC_184_0,32,0.4966,1.0,0.4966,1,1,1,1.0
6750,SRR13996089_3,Unassigned,Unassigned,Unassigned,633_0,Clustered,37,VC_633_0,37,0.9084,1.0,0.9084,1,1,1,1.0
6751,SRR13996089_4,Unassigned,Unassigned,Unassigned,166_0,Clustered,41,VC_166_0,41,0.7754,1.0,0.7754,1,1,1,1.0
6752,SRR13996089_5,Unassigned,Unassigned,Unassigned,610_0,Clustered,46,VC_610_0,46,0.7905,1.0,0.7905,1,1,1,1.0
6753,SRR13996089_6,Unassigned,Unassigned,Unassigned,615_0,Clustered,44,VC_615_0,44,0.7717,1.0,0.7717,1,1,1,1.0
6754,SRR13996089_7,Unassigned,Unassigned,Unassigned,181_0,Clustered,24,VC_181_0,24,0.7705,1.0,0.7705,1,1,1,1.0
6755,SRR13996089_9,Unassigned,Unassigned,Unassigned,626_0,Clustered,33,VC_626_0,33,0.4875,1.0,0.4875,1,1,1,1.0
6756,SRR13996091_1,Unassigned,Unassigned,Unassigned,615_0,Clustered,44,VC_615_0,44,0.7717,1.0,0.7717,1,1,1,1.0
6757,SRR13996091_10,Unassigned,Unassigned,Unassigned,626_0,Clustered,33,VC_626_0,33,0.4875,1.0,0.4875,1,1,1,1.0
6758,SRR13996091_11,Unassigned,Unassigned,Unassigned,184_0,Clustered,32,VC_184_0,32,0.4966,1.0,0.4966,1,1,1,1.0
6759,SRR13996091_12,Unassigned,Unassigned,Unassigned,624_0,Clustered,27,VC_624_0,27,0.6703,1.0,0.6703,1,1,1,1.0
6760,SRR13996091_13,Unassigned,Unassigned,Unassigned,419_0,Clustered,24,VC_419_0,24,0.9577,1.0,0.9577,1,1,1,1.0
6761,SRR13996091_14,Unassigned,Unassigned,Unassigned,623_0,Clustered,42,VC_623_0,42,0.783,1.0,0.783,1,1,1,1.0
6762,SRR13996091_15,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6763,SRR13996091_16,Unassigned,Unassigned,Unassigned,625_0,Clustered,28,VC_625_0,28,0.9983,1.0,0.9983,1,1,1,1.0
6764,SRR13996091_17,Unassigned,Unassigned,Unassigned,172_0,Clustered,28,VC_172_0,28,0.6961,1.0,0.6961,3,2,2,1.0
6765,SRR13996091_18,Unassigned,Unassigned,Unassigned,423_0,Clustered,9,VC_423_0,9,0.9917,1.0,0.9917,1,1,1,1.0
6766,SRR13996091_19,Unassigned,Unassigned,Unassigned,168_0,Clustered,22,VC_168_0,22,0.707,1.0,0.707,1,1,1,1.0
6767,SRR13996091_2,Unassigned,Unassigned,Unassigned,625_0,Clustered,28,VC_625_0,28,0.9983,1.0,0.9983,1,1,1,1.0
6768,SRR13996091_20,Unassigned,Unassigned,Unassigned,230_0,Clustered,22,VC_230_0,22,0.7772,1.0,0.7772,1,1,1,1.0
6769,SRR13996091_3,Unassigned,Unassigned,Unassigned,622_0,Clustered,35,VC_622_0,35,0.996,1.0,0.996,1,1,1,1.0
6770,SRR13996091_4,Unassigned,Unassigned,Unassigned,633_0,Clustered,37,VC_633_0,37,0.9084,1.0,0.9084,1,1,1,1.0
6771,SRR13996091_5,Unassigned,Unassigned,Unassigned,181_0,Clustered,24,VC_181_0,24,0.7705,1.0,0.7705,1,1,1,1.0
6772,SRR13996091_6,Unassigned,Unassigned,Unassigned,166_0,Clustered,41,VC_166_0,41,0.7754,1.0,0.7754,1,1,1,1.0
6773,SRR13996091_7,Unassigned,Unassigned,Unassigned,610_0,Clustered,46,VC_610_0,46,0.7905,1.0,0.7905,1,1,1,1.0
6774,SRR13996091_9,Unassigned,Unassigned,Unassigned,629_0,Clustered,44,VC_629_0,44,1.0,1.0,1.0,1,1,1,1.0
6775,SRR13996092_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6776,SRR13996092_2,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6777,SRR13996094_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6778,SRR13996094_10,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6779,SRR13996094_14,Unassigned,Unassigned,Unassigned,626_0,Clustered,33,VC_626_0,33,0.4875,1.0,0.4875,1,1,1,1.0
6780,SRR13996094_17,Unassigned,Unassigned,Unassigned,188_0,Clustered,8,VC_188_0,8,0.2839,1.0,0.2839,1,1,1,1.0
6781,SRR13996094_2,Unassigned,Unassigned,Unassigned,615_0,Clustered,44,VC_615_0,44,0.7717,1.0,0.7717,1,1,1,1.0
6782,SRR13996094_6,Unassigned,Unassigned,Unassigned,602_0,Clustered,12,VC_602_0,12,0.1997,1.0,0.1997,1,1,1,1.0
6783,SRR13996094_9,Unassigned,Unassigned,Unassigned,629_0,Clustered,44,VC_629_0,44,1.0,1.0,1.0,1,1,1,1.0
6784,SRR13996095_1,Unassigned,Unassigned,Unassigned,297_0,Clustered,82,VC_297_0,82,0.7354,1.0,0.7354,1,1,1,1.0
6785,SRR13996095_4,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6786,SRR13996097_1,Unassigned,Unassigned,Unassigned,610_0,Clustered,46,VC_610_0,46,0.7905,1.0,0.7905,1,1,1,1.0
6787,SRR13996097_11,Unassigned,Unassigned,Unassigned,247_4,Clustered,542,VC_247_4,542,0.3304,1.0,0.3304,1,1,1,0.945
6788,SRR13996097_12,Unassigned,Unassigned,Unassigned,624_0,Clustered,27,VC_624_0,27,0.6703,1.0,0.6703,1,1,1,1.0
6789,SRR13996097_13,Unassigned,Unassigned,Unassigned,626_0,Clustered,33,VC_626_0,33,0.4875,1.0,0.4875,1,1,1,1.0
6790,SRR13996097_14,Unassigned,Unassigned,Unassigned,187_0,Clustered,22,VC_187_0,22,0.7375,1.0,0.7375,1,1,1,1.0
6791,SRR13996097_15,Unassigned,Unassigned,Unassigned,623_0,Clustered,42,VC_623_0,42,0.783,1.0,0.783,1,1,1,1.0
6792,SRR13996097_16,Unassigned,Unassigned,Unassigned,184_0,Clustered,32,VC_184_0,32,0.4966,1.0,0.4966,1,1,1,1.0
6793,SRR13996097_17,Unassigned,Unassigned,Unassigned,629_0,Clustered,44,VC_629_0,44,1.0,1.0,1.0,1,1,1,1.0
6794,SRR13996097_18,Unassigned,Unassigned,Unassigned,419_0,Clustered,24,VC_419_0,24,0.9577,1.0,0.9577,1,1,1,1.0
6795,SRR13996097_2,Unassigned,Unassigned,Unassigned,230_0,Clustered,22,VC_230_0,22,0.7772,1.0,0.7772,1,1,1,1.0
6796,SRR13996097_3,Unassigned,Unassigned,Unassigned,181_0,Clustered,24,VC_181_0,24,0.7705,1.0,0.7705,1,1,1,1.0
6797,SRR13996097_4,Unassigned,Unassigned,Unassigned,172_0,Clustered,28,VC_172_0,28,0.6961,1.0,0.6961,3,2,2,1.0
6798,SRR13996097_5,Unassigned,Unassigned,Unassigned,622_0,Clustered,35,VC_622_0,35,0.996,1.0,0.996,1,1,1,1.0
6799,SRR13996097_6,Unassigned,Unassigned,Unassigned,633_0,Clustered,37,VC_633_0,37,0.9084,1.0,0.9084,1,1,1,1.0
6800,SRR13996097_7,Unassigned,Unassigned,Unassigned,615_0,Clustered,44,VC_615_0,44,0.7717,1.0,0.7717,1,1,1,1.0
6801,SRR13996097_8,Unassigned,Unassigned,Unassigned,166_0,Clustered,41,VC_166_0,41,0.7754,1.0,0.7754,1,1,1,1.0
6802,SRR13996097_9,Unassigned,Unassigned,Unassigned,168_0,Clustered,22,VC_168_0,22,0.707,1.0,0.707,1,1,1,1.0
6803,SRR13996100_1,Unassigned,Unassigned,Unassigned,615_0,Clustered,44,VC_615_0,44,0.7717,1.0,0.7717,1,1,1,1.0
6804,SRR13996100_10,Unassigned,Unassigned,Unassigned,610_0,Clustered,46,VC_610_0,46,0.7905,1.0,0.7905,1,1,1,1.0
6805,SRR13996100_11,Unassigned,Unassigned,Unassigned,626_0,Clustered,33,VC_626_0,33,0.4875,1.0,0.4875,1,1,1,1.0
6806,SRR13996100_12,Unassigned,Unassigned,Unassigned,629_0,Clustered,44,VC_629_0,44,1.0,1.0,1.0,1,1,1,1.0
6807,SRR13996100_13,Unassigned,Unassigned,Unassigned,633_0,Clustered,37,VC_633_0,37,0.9084,1.0,0.9084,1,1,1,1.0
6808,SRR13996100_15,Unassigned,Unassigned,Unassigned,623_0,Clustered,42,VC_623_0,42,0.783,1.0,0.783,1,1,1,1.0
6809,SRR13996100_16,Unassigned,Unassigned,Unassigned,624_0,Clustered,27,VC_624_0,27,0.6703,1.0,0.6703,1,1,1,1.0
6810,SRR13996100_17,Unassigned,Unassigned,Unassigned,622_0,Clustered,35,VC_622_0,35,0.996,1.0,0.996,1,1,1,1.0
6811,SRR13996100_18,Unassigned,Unassigned,Unassigned,230_0,Clustered,22,VC_230_0,22,0.7772,1.0,0.7772,1,1,1,1.0
6812,SRR13996100_19,Unassigned,Unassigned,Unassigned,184_0,Clustered,32,VC_184_0,32,0.4966,1.0,0.4966,1,1,1,1.0
6813,SRR13996100_20,Unassigned,Unassigned,Unassigned,187_0,Clustered,22,VC_187_0,22,0.7375,1.0,0.7375,1,1,1,1.0
